Sr.No,No_of_Bed,No_of_Bathroom,Area,Pets_allowed
2623,1.0,1.0,,No
2624,1.0,1.0,1.0,No
2625,,1.0,,No
2626,1.0,1.0,,No
2627,1.0,1.0,,Yes
2628,1.0,1.0,1.0,No
2629,2.0,2.0,1000.0,No
2630,1.0,1.0,,No
2631,2.0,1.0,,No
2632,1.0,1.0,,Yes
2633,,1.0,1.0,No
2634,1.0,1.0,,No
2635,,,,No
2636,1.0,1.0,600.0,No
2637,1.0,1.0,400.0,No
2638,2.0,2.0,1098.0,Yes
2639,1.0,1.0,,No
2640,1.0,1.0,1.0,No
2641,,,,No
2642,1.0,1.0,1.0,No
2643,3.0,2.0,,No
2644,3.0,2.0,,No
2645,5.0,6.0,5000.0,No
2646,2.0,1.0,1200.0,No
2647,4.0,3.0,,No
2648,1.0,1.0,656.0,No
2649,,,,No
2650,,,,No
2651,1.0,1.0,,No
2652,2.0,3.0,,No
2653,,,,No
2654,2.0,2.0,,No
2655,2.0,1.0,700.0,No
2656,2.0,1.0,,Yes
2657,,,,No
2658,2.0,2.0,80.0,No
2659,,1.0,,Yes
2660,1.0,2.0,,No
2661,3.0,2.0,2034.0,No
2662,,,,No
2663,1.0,1.0,775.0,Yes
2664,1.0,1.0,75.0,No
2665,,,,No
2666,2.0,1.0,,No
2667,2.0,1.0,1055.0,No
2668,3.0,2.0,1722.0,No
2669,2.0,1.0,646.0,No
2670,2.0,1.0,,No
2671,1.0,1.0,667.0,No
2672,1.0,1.0,,Yes
2673,3.0,1.0,,No
2674,3.0,2.0,,Yes
2675,2.0,1.0,990.0,No
2676,1.0,1.0,,No
2677,4.0,3.0,3767.0,No
2678,2.0,2.0,,Yes
2679,3.0,2.0,1506.0,No
2680,1.0,1.0,,No
2681,1.0,1.0,,No
2682,5.0,5.0,2000.0,No
2683,1.0,1.0,,No
2684,4.0,2.0,1292.0,Yes
2685,2.0,1.0,1001.0,No
2686,2.0,1.0,,No
2687,1.0,1.0,11.0,No
2688,3.0,3.0,1959.0,No
2689,2.0,1.0,,No
2690,2.0,2.0,1163.0,No
2691,2.0,2.0,980.0,No
2692,5.0,6.0,,No
2693,2.0,2.0,1023.0,No
2694,3.0,2.0,1206.0,No
2695,2.0,1.0,646.0,No
2696,2.0,2.0,,No
2697,1.0,1.0,,No
2698,2.0,1.0,11.0,No
2699,2.0,2.0,,No
2700,2.0,2.0,,No
2701,4.0,3.0,,No
2702,3.0,2.0,,No
2703,3.0,1.0,,No
2704,1.0,1.0,,No
2705,2.0,2.0,,Yes
2706,2.0,1.0,,No
2707,2.0,2.0,1389.0,No
2708,3.0,1.0,,No
2709,3.0,2.0,,No
2710,4.0,3.0,,No
2711,2.0,2.0,861.0,No
2712,3.0,2.0,1216.0,No
2713,2.0,1.0,,No
2714,2.0,1.0,,Yes
2715,3.0,2.0,1750.0,No
2716,3.0,1.0,,No
2717,1.0,1.0,,No
2718,4.0,2.0,,No
2719,2.0,2.0,,No
2720,2.0,1.0,,No
2721,2.0,2.0,,No
2722,2.0,2.0,915.0,No
2723,1.0,1.0,,Yes
2724,4.0,2.0,2583.0,No
2725,2.0,2.0,980.0,No
2726,6.0,6.0,5277.0,Yes
2727,5.0,3.0,235.0,No
2728,1.0,1.0,,Yes
2729,2.0,2.0,1055.0,Yes
2730,1.0,3.0,1765.0,No
2731,2.0,2.0,700.0,No
2732,4.0,5.0,,No
2733,2.0,1.0,,No
2734,3.0,2.0,,No
2735,2.0,1.0,1023.0,No
2736,1.0,2.0,,No
2737,3.0,2.0,1453.0,No
2738,,,,No
2739,,,,No
2740,1.0,1.0,,No
2741,3.0,2.0,,No
2742,4.0,2.0,,No
2743,2.0,2.0,,No
2744,1.0,1.0,,No
2745,,,,No
2746,1.0,1.0,,Yes
2747,5.0,4.0,,No
2748,3.0,1.0,,Yes
2749,4.0,2.0,,No
2750,,,,No
2751,4.0,2.0,,No
2752,3.0,1.0,,Yes
2753,3.0,2.0,1065.0,Yes
2754,2.0,2.0,,No
2755,6.0,7.0,1000.0,No
2756,2.0,2.0,,No
2757,1.0,1.0,,No
2758,,,,No
2759,2.0,2.0,1163.0,No
2760,2.0,3.0,1259.0,No
2761,2.0,1.0,,No
2762,,,,No
2763,2.0,2.0,1593.0,No
2764,,,,No
2765,3.0,2.0,,Yes
2766,1.0,2.0,,No
2767,2.0,1.0,,No
2768,2.0,2.0,,No
2769,4.0,2.0,,No
2770,3.0,2.0,,No
2771,1.0,1.0,732.0,No
2772,1.0,1.0,850.0,No
2773,3.0,1.0,,Yes
2774,5.0,5.0,,No
2775,4.0,2.0,,No
2776,1.0,1.0,,No
2777,2.0,1.0,,Yes
2778,2.0,1.0,,No
2779,3.0,1.0,,Yes
2780,1.0,1.0,,No
2781,1.0,1.0,70.0,No
2782,1.0,1.0,,No
2783,4.0,2.0,1883.0,No
2784,1.0,1.0,,No
2785,3.0,3.0,,No
2786,1.0,1.0,850.0,No
2787,1.0,1.0,,No
2788,5.0,2.0,,Yes
2789,1.0,1.0,,Yes
2790,1.0,1.0,,No
2791,1.0,1.0,743.0,No
2792,6.0,3.0,11.0,Yes
2793,3.0,3.0,2368.0,No
2794,2.0,2.0,1023.0,No
2795,3.0,2.0,,Yes
2796,3.0,4.0,,No
2797,4.0,2.0,,No
2798,2.0,1.0,538.0,No
2799,1.0,1.0,,No
2800,2.0,1.0,,No
2801,3.0,4.0,,No
2802,4.0,2.0,,No
2803,2.0,2.0,,No
2804,1.0,2.0,1614.0,No
2805,3.0,2.0,,No
2806,2.0,1.0,,No
2807,1.0,1.0,,No
2808,4.0,5.0,,No
2809,2.0,2.0,,Yes
2810,1.0,2.0,796.0,No
2811,3.0,2.0,,No
2812,2.0,1.0,538.0,No
2813,2.0,1.0,861.0,No
2814,1.0,2.0,,No
2815,2.0,3.0,,No
2816,3.0,3.0,,No
2817,3.0,2.0,,No
2818,,,,No
2819,2.0,1.0,635.0,No
2820,3.0,1.0,,No
2821,2.0,2.0,1000.0,No
2822,2.0,1.0,753.0,Yes
2823,2.0,2.0,,No
2824,6.0,3.0,,No
2825,4.0,2.0,,Yes
2826,4.0,2.0,4306.0,No
2827,2.0,1.0,,No
2828,3.0,2.0,,No
2829,,,,No
2830,2.0,1.0,,No
2831,5.0,2.0,1.0,No
2832,3.0,2.0,4316.0,No
2833,2.0,1.0,11.0,No
2834,,,,No
2835,2.0,2.0,11.0,No
2836,6.0,3.0,,Yes
2837,,,,No
2838,3.0,2.0,,No
2839,,,,No
2840,2.0,2.0,,No
2841,1.0,1.0,,No
2842,4.0,2.0,,Yes
2843,,,,No
2844,3.0,2.0,1345.0,Yes
2845,3.0,3.0,,No
2846,3.0,1.0,,No
2847,4.0,1.0,,Yes
2848,3.0,2.0,1292.0,Yes
2849,3.0,4.0,,No
2850,3.0,2.0,,Yes
2851,1.0,1.0,,No
2852,3.0,1.0,,No
2853,2.0,1.0,840.0,No
2854,3.0,2.0,,No
2855,1.0,1.0,,Yes
2856,2.0,2.0,,No
2857,2.0,2.0,1184.0,No
2858,3.0,3.0,,No
2859,1.0,1.0,235.0,No
2860,3.0,2.0,,No
2861,1.0,2.0,,No
2862,,,,No
2863,1.0,1.0,,No
2864,7.0,7.0,,No
2865,4.0,1.0,,Yes
2866,2.0,2.0,1184.0,Yes
2867,1.0,1.0,1.0,No
2868,1.0,1.0,461.0,No
2869,3.0,1.0,1292.0,Yes
2870,3.0,2.0,,No
2871,1.0,1.0,,No
2872,2.0,3.0,,No
2873,2.0,2.0,,No
2874,,,,No
2875,1.0,1.0,,No
2876,4.0,2.0,,Yes
2877,2.0,2.0,,No
2878,1.0,1.0,,No
2879,2.0,1.0,235.0,No
2880,3.0,2.0,,No
2881,4.0,3.0,5244.0,No
2882,1.0,1.0,570.0,No
2883,,,,No
2884,,,,No
2885,4.0,4.0,2000.0,No
2886,1.0,1.0,,No
2887,3.0,3.0,11.0,No
2888,1.0,1.0,,No
2889,4.0,2.0,1776.0,Yes
2890,4.0,3.0,2583.0,No
2891,2.0,1.0,753.0,No
2892,2.0,1.0,646.0,No
2893,2.0,2.0,,No
2894,3.0,3.0,1873.0,No
2895,,,,No
2896,2.0,2.0,,No
2897,2.0,1.0,,No
2898,3.0,2.0,,No
2899,4.0,2.0,,No
2900,1.0,1.0,484.0,No
2901,,,,No
2902,,,,No
2903,,1.0,409.0,Yes
2904,2.0,1.0,,No
2905,,1.0,11.0,No
2906,3.0,2.0,1022.0,No
2907,2.0,2.0,,No
2908,,,,No
2909,4.0,4.0,,No
2910,2.0,2.0,753.0,No
2911,,,,No
2912,5.0,3.0,,No
2913,1.0,1.0,484.0,Yes
2914,1.0,1.0,592.0,No
2915,2.0,1.0,11.0,No
2916,3.0,2.0,,No
2917,2.0,1.0,,No
2918,1.0,1.0,452.0,No
2919,4.0,2.0,2691.0,Yes
2920,3.0,2.0,,No
2921,,,,No
2922,3.0,3.0,5027.0,Yes
2923,2.0,2.0,,No
2924,4.0,3.0,,No
2925,2.0,1.0,11.0,Yes
2926,4.0,2.0,,No
2927,4.0,2.0,,Yes
2928,2.0,1.0,1.0,No
2929,3.0,2.0,,Yes
2930,1.0,1.0,11.0,No
2931,,1.0,,No
2932,1.0,1.0,,No
2933,1.0,1.0,,Yes
2934,3.0,2.0,1291.0,No
2935,,,,No
2936,2.0,1.0,11.0,No
2937,,,,No
2938,2.0,2.0,,No
2939,5.0,5.0,2874.0,No
2940,2.0,2.0,861.0,No
2941,4.0,3.0,,No
2942,1.0,1.0,,No
2943,,,,No
2944,1.0,1.0,11.0,No
2945,3.0,3.0,11.0,No
2946,3.0,3.0,,Yes
2947,3.0,2.0,1528.0,No
2948,5.0,3.0,,No
2949,3.0,1.0,,Yes
2950,1.0,1.0,,No
2951,3.0,2.0,11.0,No
2952,3.0,2.0,4844.0,No
2953,,,,No
2954,4.0,3.0,,No
2955,,,,No
2956,4.0,4.0,,Yes
2957,4.0,3.0,,Yes
2958,3.0,3.0,3229.0,No
2959,2.0,1.0,,Yes
2960,3.0,3.0,,Yes
2961,3.0,2.0,,No
2962,2.0,2.0,667.0,No
2963,,,,No
2964,2.0,1.0,,No
2965,1.0,1.0,,No
2966,4.0,2.0,,Yes
2967,5.0,3.0,,No
2968,4.0,3.0,,Yes
2969,3.0,2.0,1076.0,No
2970,2.0,1.0,,Yes
2971,3.0,2.0,,No
2972,6.0,4.0,4306.0,No
2973,,,,No
2974,,,,No
2975,3.0,2.0,,Yes
2976,3.0,2.0,,Yes
2977,3.0,3.0,,No
2978,4.0,2.0,,No
2979,2.0,1.0,646.0,No
2980,1.0,1.0,,No
2981,2.0,1.0,,No
2982,3.0,1.0,883.0,No
2983,3.0,1.0,,Yes
2984,3.0,2.0,1830.0,No
2985,3.0,2.0,,No
2986,9.0,2.0,,No
2987,2.0,1.0,11.0,No
2988,4.0,2.0,377.0,Yes
2989,2.0,1.0,10764.0,No
2990,3.0,2.0,,Yes
2991,3.0,1.0,,No
2992,1.0,1.0,732.0,No
2993,1.0,1.0,,No
2994,2.0,1.0,,Yes
2995,3.0,1.0,,Yes
2996,1.0,1.0,807.0,Yes
2997,1.0,1.0,3401.0,Yes
2998,,,,No
2999,3.0,2.0,1475.0,Yes
3000,2.0,1.0,,No
3001,1.0,1.0,11.0,No
3002,3.0,1.0,,Yes
3003,4.0,2.0,,No
3004,1.0,1.0,,No
3005,4.0,3.0,,No
3006,2.0,1.0,646.0,No
3007,3.0,1.0,,No
3008,3.0,2.0,,No
3009,3.0,1.0,,No
3010,3.0,2.0,,No
3011,3.0,4.0,,No
3012,,,,No
3013,3.0,2.0,,No
3014,2.0,1.0,559.0,No
3015,3.0,2.0,,No
3016,1.0,1.0,,No
3017,,,,No
3018,3.0,1.0,,Yes
3019,1.0,1.0,,Yes
3020,4.0,2.0,,Yes
3021,1.0,2.0,,Yes
3022,3.0,1.0,,Yes
3023,3.0,2.0,1453.0,No
3024,,,,No
3025,4.0,3.0,,No
3026,4.0,2.0,,No
3027,2.0,1.0,,Yes
3028,4.0,3.0,,No
3029,2.0,1.0,,No
3030,2.0,1.0,,No
3031,2.0,1.0,,Yes
3032,3.0,2.0,11.0,No
3033,1.0,1.0,872.0,No
3034,4.0,3.0,,Yes
3035,2.0,2.0,796.0,No
3036,3.0,2.0,1249.0,No
3037,2.0,2.0,753.0,No
3038,5.0,5.0,,No
3039,4.0,2.0,,No
3040,5.0,2.0,,No
3041,2.0,1.0,731.0,No
3042,2.0,1.0,700.0,No
3043,4.0,2.0,,Yes
3044,2.0,2.0,,No
3045,1.0,1.0,11.0,No
3046,1.0,1.0,592.0,No
3047,4.0,2.0,,Yes
3048,4.0,4.0,,Yes
3049,4.0,2.0,,No
3050,1.0,1.0,,No
3051,2.0,2.0,646.0,No
3052,6.0,4.0,,No
3053,4.0,3.0,,No
3054,2.0,2.0,969.0,No
3055,3.0,1.0,,Yes
3056,2.0,1.0,,No
3057,,,,No
3058,3.0,1.0,,Yes
3059,3.0,2.0,2562.0,No
3060,1.0,1.0,592.0,No
3061,3.0,3.0,,Yes
3062,,,,No
3063,2.0,1.0,,No
3064,1.0,1.0,,No
3065,2.0,1.0,700.0,No
3066,1.0,1.0,,No
3067,3.0,3.0,323.0,No
3068,5.0,4.0,5113.0,No
3069,,,,No
3070,3.0,4.0,,No
3071,5.0,3.0,,No
3072,6.0,3.0,,No
3073,4.0,4.0,1507.0,Yes
3074,5.0,4.0,5382.0,No
3075,1.0,1.0,646.0,No
3076,4.0,3.0,,No
3077,3.0,3.0,7438.0,No
3078,7.0,6.0,,No
3079,4.0,3.0,,Yes
3080,3.0,1.0,,No
3081,1.0,1.0,,No
3082,2.0,1.0,,No
3083,1.0,1.0,11.0,Yes
3084,,,,No
3085,7.0,4.0,,No
3086,3.0,2.0,,No
3087,2.0,1.0,10.0,No
3088,1.0,1.0,11.0,No
3089,1.0,1.0,861.0,No
3090,1.0,1.0,,No
3091,1.0,1.0,431.0,Yes
3092,,,,No
3093,1.0,1.0,645.0,No
3094,2.0,1.0,,No
3095,3.0,1.0,,No
3096,2.0,1.0,484.0,No
3097,1.0,1.0,,No
3098,2.0,2.0,,No
3099,3.0,2.0,172.0,Yes
3100,3.0,2.0,1076.0,No
3101,1.0,1.0,474.0,No
3102,3.0,2.0,,No
3103,,,,No
3104,1.0,1.0,,No
3105,1.0,1.0,1292.0,No
3106,4.0,3.0,,Yes
3107,3.0,2.0,,No
3108,3.0,1.0,,No
3109,3.0,1.0,,Yes
3110,5.0,3.0,2691.0,No
3111,3.0,2.0,,No
3112,3.0,2.0,,No
3113,1.0,1.0,861.0,Yes
3114,2.0,2.0,646.0,No
3115,4.0,2.0,,No
3116,1.0,1.0,,Yes
3117,2.0,2.0,,No
3118,2.0,2.0,840.0,No
3119,,,,No
3120,4.0,2.0,,Yes
3121,3.0,2.0,2691.0,No
3122,1.0,1.0,11.0,No
3123,4.0,2.0,,Yes
3124,1.0,1.0,689.0,No
3125,4.0,2.0,,No
3126,3.0,2.0,,No
3127,3.0,2.0,,No
3128,4.0,2.0,,Yes
3129,3.0,1.0,,Yes
3130,3.0,2.0,,No
3131,3.0,3.0,,No
3132,1.0,1.0,,Yes
3133,3.0,1.0,8611.0,Yes
3134,3.0,2.0,,Yes
3135,3.0,1.0,,Yes
3136,3.0,3.0,,No
3137,1.0,1.0,,Yes
3138,,,,No
3139,5.0,3.0,,Yes
3140,2.0,1.0,,No
3141,1.0,1.0,753.0,No
3142,4.0,2.0,,No
3143,3.0,1.0,,Yes
3144,2.0,2.0,,No
3145,1.0,1.0,,No
3146,3.0,2.0,,Yes
3147,4.0,3.0,,No
3148,,,,No
3149,1.0,1.0,11.0,No
3150,3.0,2.0,11.0,No
3151,4.0,2.0,,No
3152,5.0,3.0,2691.0,No
3153,5.0,6.0,,No
3154,,,,No
3155,2.0,1.0,,No
3156,2.0,2.0,,No
3157,2.0,1.0,,No
3158,,,,No
3159,4.0,8.0,,Yes
3160,,,,No
3161,3.0,3.0,,Yes
3162,2.0,1.0,624.0,No
3163,,,,No
3164,7.0,7.0,3961.0,Yes
3165,1.0,1.0,646.0,No
3166,3.0,2.0,,Yes
3167,2.0,1.0,1615.0,No
3168,4.0,3.0,2691.0,No
3169,3.0,1.0,11.0,No
3170,4.0,3.0,2906.0,Yes
3171,4.0,3.0,,No
3172,4.0,3.0,,No
3173,1.0,1.0,,No
3174,2.0,2.0,,No
3175,3.0,2.0,11.0,No
3176,1.0,1.0,699.0,Yes
3177,2.0,1.0,,No
3178,2.0,1.0,11.0,No
3179,,,,No
3180,4.0,2.0,,No
3181,2.0,2.0,1270.0,No
3182,3.0,2.0,1636.0,Yes
3183,4.0,4.0,,No
3184,1.0,1.0,,No
3185,6.0,3.0,2476.0,No
3186,,,,Yes
3187,3.0,2.0,1.0,No
3188,1.0,1.0,958.0,No
3189,,1.0,323.0,No
3190,2.0,2.0,968.0,No
3191,4.0,4.0,,No
3192,3.0,3.0,,Yes
3193,2.0,1.0,,No
3194,1.0,1.0,431.0,No
3195,2.0,1.0,,No
3196,2.0,1.0,215.0,Yes
3197,2.0,1.0,,No
3198,4.0,3.0,,No
3199,2.0,1.0,,No
3200,5.0,4.0,,No
3201,2.0,1.0,,No
3202,,,,No
3203,4.0,5.0,,No
3204,1.0,1.0,,No
3205,,1.0,10.0,No
3206,2.0,1.0,1292.0,No
3207,,,,No
3208,1.0,1.0,,Yes
3209,1.0,1.0,,No
3210,2.0,2.0,,No
3211,,1.0,11.0,No
3212,3.0,2.0,4370.0,No
3213,2.0,2.0,2250.0,No
3214,2.0,1.0,,No
3215,1.0,1.0,,No
3216,1.0,1.0,,No
3217,5.0,2.0,3767.0,Yes
3218,,1.0,,No
3219,1.0,1.0,,No
3220,5.0,4.0,,No
3221,3.0,2.0,,No
3222,2.0,1.0,,No
3223,3.0,2.0,,No
3224,1.0,1.0,55.0,Yes
3225,2.0,2.0,,No
3226,,1.0,862.0,No
3227,1.0,1.0,,No
3228,,,,No
3229,,,,No
3230,4.0,4.0,,No
3231,5.0,3.0,,No
3232,1.0,1.0,,No
3233,2.0,1.0,,No
3234,1.0,1.0,,No
3235,,,,No
3236,2.0,1.0,,Yes
3237,1.0,1.0,,No
3238,3.0,2.0,,No
3239,1.0,1.0,50.0,No
3240,3.0,1.0,,No
3241,4.0,2.0,3229.0,No
3242,2.0,1.0,11.0,No
3243,,,,No
3244,2.0,2.0,969.0,No
3245,2.0,1.0,850.0,No
3246,2.0,1.0,1184.0,No
3247,2.0,2.0,,No
3248,2.0,2.0,,No
3249,1.0,1.0,,No
3250,4.0,3.0,3574.0,No
3251,3.0,2.0,969.0,No
3252,2.0,1.0,,No
3253,3.0,2.0,,No
3254,3.0,3.0,,Yes
3255,3.0,3.0,,Yes
3256,2.0,1.0,,No
3257,2.0,1.0,635.0,No
3258,3.0,2.0,,Yes
3259,1.0,1.0,,No
3260,3.0,2.0,,No
3261,4.0,5.0,,Yes
3262,,1.0,11.0,No
3263,2.0,2.0,,No
3264,,1.0,624.0,No
3265,1.0,1.0,,No
3266,3.0,2.0,,No
3267,2.0,2.0,1130.0,No
3268,,,,No
3269,2.0,1.0,,Yes
3270,2.0,2.0,861.0,No
3271,1.0,1.0,430.0,No
3272,3.0,2.0,1291.0,No
3273,2.0,1.0,,No
3274,1.0,1.0,,No
3275,3.0,2.0,1345.0,No
3276,3.0,2.0,1098.0,No
3277,1.0,1.0,646.0,No
3278,2.0,1.0,980.0,Yes
3279,4.0,2.0,,No
3280,4.0,4.0,,No
3281,4.0,2.0,,Yes
3282,1.0,1.0,,No
3283,,,,No
3284,2.0,1.0,400.0,Yes
3285,2.0,2.0,,No
3286,,1.0,,No
3287,3.0,2.0,,No
3288,4.0,3.0,,No
3289,2.0,2.0,,No
3290,1.0,1.0,,No
3291,2.0,2.0,,No
3292,4.0,3.0,,No
3293,4.0,3.0,,No
3294,3.0,1.0,,No
3295,4.0,3.0,,No
3296,5.0,4.0,,No
3297,3.0,1.0,,No
3298,2.0,1.0,,No
3299,3.0,2.0,1937.0,Yes
3300,3.0,1.0,,No
3301,4.0,2.0,,No
3302,,,,No
3303,1.0,1.0,,No
3304,6.0,5.0,,No
3305,1.0,2.0,,No
3306,2.0,1.0,,No
3307,1.0,1.0,,No
3308,1.0,1.0,409.0,No
3309,2.0,2.0,,No
3310,2.0,2.0,,No
3311,,,,No
3312,2.0,1.0,,No
3313,2.0,2.0,,No
3314,2.0,1.0,807.0,Yes
3315,,1.0,301.0,No
3316,2.0,1.0,538.0,No
3317,1.0,1.0,,No
3318,,,,No
3319,3.0,3.0,,No
3320,1.0,1.0,,No
3321,3.0,3.0,,No
3322,1.0,1.0,,No
3323,3.0,2.0,,No
3324,3.0,2.0,,No
3325,3.0,3.0,,Yes
3326,1.0,1.0,431.0,Yes
3327,1.0,1.0,119.0,Yes
3328,2.0,1.0,,Yes
3329,1.0,1.0,,Yes
3330,1.0,1.0,,No
3331,,1.0,11.0,No
3332,,,,No
3333,1.0,2.0,,No
3334,4.0,3.0,,Yes
3335,3.0,2.0,,No
3336,1.0,1.0,592.0,No
3337,2.0,2.0,,No
3338,3.0,2.0,2712.0,Yes
3339,2.0,2.0,904.0,No
3340,1.0,1.0,269.0,No
3341,1.0,1.0,,No
3342,1.0,1.0,,Yes
3343,1.0,1.0,570.0,No
3344,1.0,1.0,,No
3345,2.0,1.0,1033.0,No
3346,2.0,1.0,,No
3347,4.0,3.0,,No
3348,,,,No
3349,3.0,2.0,202.0,Yes
3350,4.0,3.0,,No
3351,2.0,1.0,11.0,No
3352,3.0,2.0,1346.0,No
3353,1.0,1.0,,No
3354,2.0,1.0,,No
3355,1.0,1.0,,No
3356,4.0,2.0,,No
3357,3.0,2.0,1292.0,No
3358,2.0,2.0,,No
3359,1.0,1.0,,No
3360,2.0,2.0,915.0,No
3361,3.0,3.0,,No
3362,2.0,2.0,,No
3363,3.0,3.0,,No
3364,3.0,3.0,11.0,No
3365,2.0,1.0,,No
3366,1.0,1.0,11.0,No
3367,4.0,5.0,,No
3368,3.0,1.0,1288.0,No
3369,,1.0,,No
3370,3.0,1.0,,No
3371,,,,No
3372,,,,No
3373,,,,No
3374,1.0,1.0,,No
3375,1.0,1.0,,No
3376,1.0,1.0,495.0,No
3377,3.0,1.0,,No
3378,3.0,3.0,,Yes
3379,2.0,1.0,,No
3380,4.0,4.0,,No
3381,5.0,3.0,,Yes
3382,4.0,3.0,,No
3383,1.0,1.0,560.0,No
3384,3.0,2.0,,No
3385,4.0,4.0,,No
3386,2.0,1.0,915.0,No
3387,2.0,1.0,,Yes
3388,4.0,3.0,,No
3389,1.0,1.0,656.0,Yes
3390,3.0,2.0,11.0,No
3391,3.0,2.0,,Yes
3392,1.0,2.0,,No
3393,,,,No
3394,2.0,1.0,,No
3395,,,,No
3396,1.0,1.0,,No
3397,1.0,1.0,,No
3398,4.0,1.0,11.0,No
3399,1.0,1.0,,No
3400,1.0,1.0,377.0,Yes
3401,2.0,1.0,861.0,No
3402,5.0,2.0,1399.0,Yes
3403,5.0,4.0,,No
3404,2.0,2.0,,No
3405,2.0,2.0,,No
3406,1.0,1.0,,No
3407,1.0,1.0,475.0,No
3408,,1.0,,No
3409,3.0,1.0,,No
3410,4.0,2.0,,No
3411,3.0,1.0,4553.0,No
3412,5.0,5.0,,No
3413,1.0,1.0,,Yes
3414,4.0,2.0,,No
3415,2.0,2.0,,No
3416,2.0,1.0,,Yes
3417,1.0,1.0,11.0,No
3418,2.0,2.0,,No
3419,1.0,1.0,484.0,No
3420,,1.0,323.0,No
3421,4.0,3.0,360.0,No
3422,6.0,5.0,,No
3423,4.0,4.0,,No
3424,1.0,1.0,,No
3425,1.0,1.0,646.0,No
3426,1.0,1.0,,No
3427,3.0,1.0,936.0,No
3428,1.0,1.0,,No
3429,2.0,1.0,11.0,No
3430,1.0,1.0,,No
3431,3.0,3.0,,No
3432,,,,No
3433,2.0,1.0,377.0,No
3434,2.0,1.0,248.0,No
3435,2.0,1.0,,No
3436,2.0,1.0,452.0,No
3437,1.0,1.0,269.0,No
3438,1.0,1.0,237.0,No
3439,1.0,1.0,441.0,No
3440,1.0,1.0,129.0,No
3441,1.0,1.0,215.0,No
3442,1.0,1.0,172.0,No
3443,3.0,1.0,,No
3444,2.0,1.0,538.0,Yes
3445,1.0,1.0,215.0,No
3446,1.0,1.0,323.0,No
3447,1.0,1.0,215.0,No
3448,1.0,1.0,409.0,No
3449,1.0,1.0,139.0,No
3450,2.0,1.0,538.0,No
3451,1.0,1.0,269.0,No
3452,5.0,1.0,2799.0,No
3453,1.0,1.0,248.0,No
3454,2.0,1.0,,No
3455,2.0,2.0,,No
3456,1.0,1.0,,No
3457,1.0,1.0,248.0,No
3458,,,,No
3459,3.0,1.0,646.0,Yes
3460,,,,No
3461,1.0,1.0,161.0,No
3462,,,,No
3463,1.0,1.0,161.0,No
3464,2.0,4.0,538.0,No
3465,1.0,1.0,376.0,No
3466,,,,No
3467,1.0,1.0,,No
3468,1.0,,1.0,No
3469,2.0,1.0,549.0,No
3470,3.0,1.0,592.0,Yes
3471,1.0,1.0,108.0,Yes
3472,3.0,2.0,753.0,No
3473,1.0,1.0,323.0,No
3474,3.0,2.0,775.0,No
3475,1.0,1.0,,No
3476,3.0,1.0,,No
3477,1.0,1.0,807.0,No
3478,1.0,1.0,194.0,No
3479,1.0,1.0,215.0,No
3480,1.0,1.0,269.0,No
3481,1.0,1.0,,No
3482,1.0,1.0,301.0,No
3483,3.0,1.0,861.0,No
3484,1.0,1.0,161.0,No
3485,1.0,1.0,538.0,No
3486,1.0,1.0,,No
3487,1.0,1.0,118.0,No
3488,4.0,2.0,1055.0,No
3489,1.0,1.0,183.0,No
3490,1.0,2.0,312.0,No
3491,1.0,1.0,366.0,No
3492,1.0,1.0,592.0,No
3493,1.0,1.0,377.0,No
3494,2.0,2.0,,No
3495,1.0,1.0,301.0,No
3496,1.0,1.0,194.0,No
3497,1.0,1.0,237.0,No
3498,2.0,1.0,861.0,No
3499,,,,No
3500,2.0,1.0,1615.0,Yes
3501,2.0,1.0,452.0,No
3502,3.0,1.0,1324.0,No
3503,4.0,2.0,990.0,No
3504,1.0,1.0,,No
3505,,,Studio,No
3506,1.0,1.0,183.0,No
3507,1.0,1.0,441.0,No
3508,4.0,3.0,1076.0,No
3509,1.0,1.0,269.0,No
3510,1.0,2.0,269.0,No
3511,,,Studio,No
3512,1.0,1.0,237.0,No
3513,,,,No
3514,3.0,1.0,753.0,No
3515,,,,No
3516,1.0,1.0,452.0,No
3517,1.0,1.0,430.0,No
3518,1.0,1.0,,No
3519,5.0,2.0,,No
3520,1.0,1.0,269.0,No
3521,1.0,1.0,269.0,No
3522,2.0,1.0,431.0,No
3523,1.0,1.0,355.0,No
3524,,,,No
3525,,,,No
3526,5.0,1.0,753.0,No
3527,2.0,1.0,431.0,No
3528,3.0,1.0,753.0,No
3529,1.0,1.0,237.0,No
3530,2.0,2.0,1033.0,No
3531,1.0,1.0,150.0,No
3532,3.0,3.0,1184.0,No
3533,1.0,1.0,237.0,No
3534,1.0,1.0,140.0,No
3535,1.0,2.0,,No
3536,1.0,1.0,183.0,No
3537,1.0,1.0,237.0,No
3538,1.0,1.0,215.0,No
3539,1.0,1.0,538.0,No
3540,2.0,1.0,377.0,No
3541,3.0,2.0,,No
3542,4.0,1.0,1152.0,No
3543,3.0,2.0,689.0,No
3544,1.0,1.0,452.0,No
3545,2.0,1.0,797.0,No
3546,,,,No
3547,6.0,2.0,1722.0,No
3548,1.0,1.0,215.0,No
3549,4.0,3.0,,No
3550,1.0,1.0,248.0,No
3551,1.0,1.0,237.0,No
3552,2.0,1.0,431.0,No
3553,1.0,1.0,161.0,No
3554,4.0,3.0,1066.0,No
3555,,,,No
